class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,3.78,f,t,n,f,x,c,p,5.44,4.2,,i,n,,,f,f,,d,u
e,4.93,x,,w,f,a,,r,5.96,7.18,,,w,,,f,f,,d,u
e,7.52,f,d,w,f,s,c,w,5.69,24.3,,,w,,,f,f,,d,s
e,2.79,x,d,n,f,p,,e,4.53,10.24,,,y,,,f,f,,d,a
p,1.1,f,s,y,f,f,f,f,3.62,5.27,,,y,,,f,f,,d,u
e,14.27,s,e,n,f,d,c,w,9.29,24.91,s,,w,,,f,f,,l,w
p,19.82,s,s,n,f,d,c,y,6.18,39.15,,k,n,,,f,f,,d,a
p,3.66,f,k,w,f,s,,p,4.69,3.62,,,n,,,f,f,p,g,a
e,10.35,f,s,r,f,x,,n,6.17,22.54,,,n,,,f,f,,d,w
e,1.55,c,g,n,f,a,,w,4.88,1.5,,,g,,,f,f,,d,a
p,3.19,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
e,10.01,f,,l,f,d,c,y,2.25,14.04,,,w,,,f,f,,d,w
p,8.85,x,t,n,f,a,d,w,11.55,33.05,,,w,,,f,f,,d,a
e,4.09,x,h,n,f,,c,n,7.16,6.76,,s,w,,w,f,f,k,d,u
p,8.5,x,e,o,f,a,,o,9.14,20.61,r,,o,,,t,r,n,d,a
e,8.89,x,e,y,f,x,c,w,6.5,14.9,,,w,,,f,f,,d,a
e,3.64,x,s,w,f,d,d,w,3.94,5.94,,,w,,,f,f,,m,w
e,3.83,f,y,g,f,s,,y,3.94,7.1,,,w,,,f,f,,d,a
e,8.95,s,,n,f,,,w,5.37,24.17,,,n,,,f,f,,d,a
p,7.22,f,w,p,f,s,c,p,4.79,9.72,,,p,,,f,f,,d,a
e,6.53,f,,y,f,a,c,w,6.45,14.55,,,w,,,f,f,,d,w
p,4.93,s,,u,f,a,,w,5.27,8.47,,,w,,,f,f,,d,a
p,1.07,b,t,n,f,,c,g,3.4,2.61,,,n,,,t,f,,m,u
p,7.75,x,d,n,t,d,c,w,7.23,9.64,,,n,,,f,f,,d,a
e,8.9,s,,g,f,s,c,g,7.6,20.64,b,,u,,,f,f,,d,w
p,1.33,x,g,y,f,d,d,n,1.89,2.53,,s,n,,,f,f,,d,a
p,17.64,f,s,n,f,p,,y,5.02,37.67,,,n,,,f,f,,d,a
p,17.91,x,d,n,f,p,,y,4.19,27.48,,,n,,,f,f,,d,w
e,4.16,s,d,n,t,d,c,p,5.1,6.67,,,g,,,f,f,,d,u
e,5.44,f,y,n,f,s,,y,4.26,7.71,,,w,,,f,f,,d,u
p,2.22,b,g,o,f,,c,n,6.89,3.87,,,n,,,f,f,,d,u
p,18.42,x,t,k,t,d,c,w,5.5,26.77,,,r,,,f,f,,l,a
p,3.48,b,s,y,f,,c,y,8.14,7.1,,,y,u,w,t,z,r,d,u
p,4.23,f,t,n,f,x,c,p,5.91,4.27,,i,n,,,f,f,,g,a
e,9.49,x,e,y,f,x,c,w,7.01,12.36,,,w,,,f,f,,d,u
p,4.4,s,,n,t,d,c,p,6.07,5.96,,,e,,,f,f,,d,a
e,5.82,x,,y,f,e,,w,6.44,12.98,b,,w,u,w,t,g,,d,u
e,5.91,c,h,n,f,e,,w,12.3,12.16,,s,w,u,w,f,f,,d,u
e,6.78,f,i,n,f,e,c,p,4.89,12.47,,,w,,,t,l,,w,a
p,7.61,x,,w,f,x,c,w,8.95,8.64,r,i,w,,,f,f,,h,u
p,4.17,b,h,n,f,,,k,10.82,5.28,,,w,,,t,,k,g,w
e,1.34,x,g,n,f,a,,w,5.02,1.93,,t,y,,,f,f,,g,u
e,6.38,x,t,n,f,p,d,y,7.46,13.16,,s,n,,,f,f,,g,u
e,9.26,x,s,n,t,p,,n,7.23,16.6,,,n,,w,t,p,,d,a
p,3.17,f,w,o,t,d,c,n,3.51,6.0,,,n,,,f,f,,d,u
p,5.72,s,d,y,f,d,c,o,3.61,6.54,,,o,,,f,f,,h,a
e,9.44,p,y,n,t,e,,p,8.62,17.48,,y,w,,,t,p,,d,a
p,4.91,s,k,n,f,p,,n,3.98,6.58,,k,n,,,t,f,,d,u
p,1.23,x,g,n,f,d,d,n,1.68,2.4,,s,n,,,f,f,,d,u
p,4.11,x,i,e,f,,,e,4.32,4.81,,,e,,,f,f,n,d,a
e,1.49,x,s,y,f,a,,w,5.68,1.6,,t,y,,,f,f,,g,u
p,2.47,x,g,n,f,a,,p,7.77,2.8,,,n,,,f,f,,d,a
e,3.75,x,h,e,f,a,c,e,4.32,6.07,,,o,,,f,f,,g,a
p,7.29,x,h,r,f,,c,w,10.63,13.26,,,w,u,w,t,p,,d,u
p,7.51,x,t,y,f,x,c,y,5.55,16.24,,,y,,,f,f,,d,a
e,8.21,f,s,n,f,s,c,w,6.9,11.73,b,i,n,,,f,f,,g,a
p,3.71,b,s,y,f,,c,k,8.56,7.08,,,y,u,w,t,z,r,d,w
p,0.93,b,t,n,f,,c,g,3.2,2.33,,,n,,,t,f,,m,a
p,9.64,p,,n,f,p,,p,10.17,31.68,c,,n,,,f,f,w,d,u
e,6.1,c,t,n,f,e,,w,11.31,11.38,,s,w,u,w,f,f,,d,a
e,12.1,f,s,n,f,x,,n,6.46,19.94,,,w,,,f,f,,d,u
p,7.23,x,e,e,f,a,,n,8.1,10.04,,,y,,w,t,z,,d,a
e,13.45,x,e,g,f,a,c,w,8.34,26.18,s,,w,,,f,f,,l,a
p,11.54,x,k,n,t,p,,e,9.42,29.26,c,,y,,,f,f,,d,a
p,5.07,x,s,o,f,a,c,y,6.02,6.56,,g,o,,,f,f,,g,u
p,4.6,c,e,w,t,x,c,r,6.05,13.33,,,w,,,f,f,,g,s
e,12.0,s,,n,f,s,c,b,8.16,21.34,,,b,,,f,f,,l,a
e,17.0,p,d,e,f,p,,n,15.02,32.62,s,y,w,,,f,f,,d,a
p,13.93,f,h,e,f,e,,w,16.65,16.86,s,y,w,u,w,t,p,,d,w
e,1.58,s,y,n,f,d,d,p,5.65,3.13,,i,n,,,f,f,,l,u
e,4.58,f,g,n,f,a,d,g,5.33,3.8,,s,n,,,f,f,,d,u
e,4.31,b,g,n,f,x,d,w,4.93,3.48,,,y,,,f,f,,g,a
e,4.38,x,d,n,f,p,,e,5.35,10.26,,,n,,,f,f,,d,a
p,6.65,s,,n,t,d,c,p,5.56,6.03,,,e,,,f,f,,d,a
e,7.25,f,s,n,f,x,c,w,7.2,10.11,,s,n,,,f,f,,l,a
p,3.18,o,,k,f,f,f,f,2.85,10.92,,g,n,,,f,f,,d,a
e,8.15,f,y,w,f,e,c,w,18.8,12.13,,s,w,,,t,e,,d,s
e,6.82,f,t,n,f,s,,n,8.25,12.56,,i,n,,,f,f,,d,a
p,5.52,x,,w,f,,c,g,4.08,13.07,,,y,,,f,f,,d,a
e,7.61,f,,p,f,x,c,w,7.65,19.4,,s,w,,,f,f,,d,a
p,7.45,s,t,g,t,d,,w,4.55,12.07,,t,g,,,f,f,,d,a
p,12.64,f,,g,f,e,,w,11.17,15.96,,,w,u,w,t,e,,d,a
e,4.17,s,w,y,f,f,f,f,4.21,10.88,,,y,,,f,f,,d,u
p,9.33,x,y,y,f,a,c,y,11.22,12.02,,y,y,,,t,,,d,a
e,2.94,b,y,n,f,,c,k,5.71,2.42,,,w,,,f,f,,d,a
p,8.14,f,y,u,f,s,c,y,6.55,14.32,,y,u,,,f,f,,d,a
e,8.23,x,t,n,t,p,,y,8.1,18.29,,,n,,w,t,p,,d,a
p,2.21,b,g,y,f,,c,n,5.93,3.36,,,n,,,f,f,,m,a
p,0.88,x,g,w,f,a,d,w,2.46,1.46,,,e,,,f,f,,d,u
e,6.03,f,i,n,f,e,c,p,3.66,11.42,,,w,,,t,l,,w,u
p,9.73,x,h,r,f,,c,w,11.07,17.7,,,w,u,w,t,p,,d,a
e,7.39,p,,n,f,a,,w,5.69,11.75,,,g,,,f,f,,d,a
p,3.04,f,s,g,f,d,c,w,2.73,6.72,,,w,,,f,f,,g,u
p,16.82,f,h,e,f,e,,w,17.81,16.9,s,y,w,u,w,t,p,,d,a
p,6.6,x,d,n,f,a,c,n,5.74,7.21,,i,y,,,t,,,d,a
e,8.55,x,,g,t,p,,g,10.73,24.82,,y,w,,,f,f,,d,a
p,8.5,x,g,n,f,e,,w,6.69,13.83,,y,w,u,w,t,p,,d,a
p,9.3,x,t,n,f,a,d,w,11.42,29.06,,,w,,,f,f,,d,a
p,2.05,f,i,l,f,a,,w,3.45,2.47,,,w,,,f,f,p,g,u
p,0.73,x,g,y,f,,,y,3.5,0.7,,,w,,,f,f,,d,u
e,1.48,x,w,n,f,,d,k,4.6,2.28,,,w,,,f,f,,g,w
p,4.62,x,t,n,f,a,c,n,4.4,6.01,,y,n,,,t,z,,d,a
e,19.68,x,d,o,f,p,,n,15.02,33.59,s,y,w,,,f,f,,d,u
e,5.62,b,g,g,f,a,d,g,6.12,3.36,,s,g,,,f,f,,d,s
e,10.76,f,,n,t,,,w,11.87,19.0,b,,w,u,w,t,g,,d,a
p,3.58,f,w,u,f,a,c,g,4.98,4.52,,s,u,,,f,f,,d,a
p,7.55,x,,u,t,x,,u,7.81,18.69,s,,g,,u,f,f,,d,a
e,11.78,f,s,w,f,e,c,k,22.32,13.92,,s,w,,,t,e,,d,a
e,5.55,b,h,g,f,s,d,w,4.16,8.89,,s,g,,,f,f,,d,a
p,3.29,x,k,w,f,s,,p,4.32,2.54,,,n,,,f,f,p,g,a
e,5.56,b,h,g,f,s,d,w,4.88,9.29,,s,g,,,f,f,,d,u
p,3.61,x,d,w,f,d,d,p,4.47,2.69,,h,w,,,f,f,,g,u
p,4.38,f,,u,f,a,,w,4.86,7.87,,,w,,,f,f,,d,a
e,51.66,o,y,y,f,p,,y,6.01,27.87,,k,k,,,f,f,,d,s
e,10.2,f,,g,f,s,c,g,7.97,23.91,b,,u,,,f,f,,g,a
p,2.75,f,d,b,f,x,c,w,3.44,2.55,b,s,n,,,f,f,,d,u
p,8.51,f,d,e,t,d,c,w,5.61,8.18,,,n,,,f,f,,d,u
p,7.89,b,t,w,f,e,c,w,13.59,13.24,,y,w,u,w,t,l,,d,a
p,2.22,b,,g,f,a,,g,5.04,2.15,,s,n,,,f,f,,d,u
e,1.09,b,g,g,f,,,g,3.27,1.56,,,w,,,f,f,,d,u
p,3.61,b,y,n,f,,c,w,6.21,4.63,s,s,w,,,f,f,,d,a
e,1.29,f,w,n,f,,d,g,4.92,2.58,,,w,,,f,f,,d,s
e,1.89,x,,u,f,,d,u,4.47,3.52,,,w,,,f,f,,d,w
e,14.2,x,s,w,f,a,d,k,7.0,22.23,,,w,,,f,f,w,d,a
e,7.08,f,,y,f,a,c,w,6.22,14.81,,,g,,,f,f,,d,u
e,0.92,p,g,g,f,,,g,2.49,1.29,,,w,,,f,f,,d,s
e,4.52,x,,y,f,a,c,o,4.27,10.44,,,w,,,f,f,,d,a
p,20.64,f,d,k,f,p,,y,6.46,46.47,,,n,,,f,f,,d,w
e,5.88,x,t,n,f,a,d,n,5.47,4.03,,t,w,,,t,l,,d,a
p,3.11,f,t,p,f,a,,y,5.5,6.48,,t,r,,,f,f,,d,u
p,1.94,x,i,k,f,a,,p,3.41,2.53,,,w,,,f,f,p,g,a
e,9.67,p,,n,f,a,,w,7.16,15.9,,,g,,,f,f,,g,u
e,4.99,s,l,n,f,f,f,f,6.97,49.98,,,n,,,f,f,g,l,u
e,9.27,s,t,p,t,d,c,o,5.46,17.71,,,w,,,f,f,,d,a
e,5.62,x,y,n,f,e,c,p,5.06,10.13,,y,n,,,f,f,,d,a
e,7.05,s,,n,f,d,c,w,4.9,9.11,,s,w,,,f,f,,h,u
p,7.72,b,t,w,f,e,c,w,12.33,11.32,,y,w,u,w,t,e,,d,u
e,3.53,b,g,n,f,x,d,w,4.21,3.11,,,y,,,f,f,,g,u
e,2.7,x,,b,f,,d,w,4.8,3.57,,,w,,,f,f,,d,a
p,2.42,b,,n,f,a,,g,5.13,1.98,,s,g,,,f,f,,d,a
p,3.56,b,t,r,f,s,c,n,6.5,7.98,,y,n,,,t,e,k,d,a
p,4.64,f,d,n,f,d,c,n,4.95,6.1,,i,n,,,t,,,d,u
e,11.28,f,s,y,f,a,d,w,8.0,13.8,,i,n,,,t,,w,d,u
p,2.16,b,,n,f,a,,g,5.1,1.94,,s,g,,,f,f,,d,a
e,6.07,x,s,n,f,x,c,w,6.58,9.98,,s,n,,,f,f,,l,w
p,0.78,x,g,n,f,a,,p,4.21,1.06,,s,k,,,f,f,,d,s
e,25.5,x,w,n,f,p,,w,19.47,78.29,,,n,,,f,f,,d,a
p,0.76,x,g,p,f,a,,p,4.27,1.0,,s,k,,,f,f,,d,s
p,5.43,b,s,o,f,e,,k,7.27,7.01,,,y,,,f,f,,g,a
p,8.76,s,t,p,t,d,c,p,8.06,15.45,,,p,,,t,f,,d,u
e,51.36,o,y,y,f,p,,y,7.07,36.13,,k,k,,,f,f,,d,s
p,3.1,x,y,n,f,a,,w,5.95,3.51,,y,y,,,t,r,,g,u
p,10.18,o,,e,f,f,f,f,3.83,24.57,,g,n,,,f,f,,d,u
p,0.63,x,g,o,f,,,y,3.39,0.66,,,y,,,f,f,,d,u
p,8.55,x,,g,t,x,,n,9.72,19.85,s,,u,,u,f,f,,d,a
e,5.42,x,h,n,f,a,d,n,4.9,3.48,,t,w,,,t,l,,d,u
e,4.18,b,g,g,f,a,d,g,6.0,3.49,,s,n,,,f,f,,d,u
p,6.76,x,s,w,f,s,,y,7.59,15.77,,i,n,,,f,f,,d,a
p,2.94,x,d,w,f,d,d,w,3.44,2.63,,h,w,,,f,f,,g,a
p,3.7,f,d,n,f,x,c,y,5.45,3.72,b,s,n,,,f,f,,d,u
p,3.44,x,i,e,f,,,e,4.24,6.43,,,e,,,f,f,n,d,a
e,5.54,s,w,y,f,f,f,f,5.94,13.29,,,y,,,f,f,,d,a
p,16.92,x,g,e,f,e,,w,18.3,18.81,s,y,w,u,w,t,g,,d,w
e,6.46,f,h,k,f,s,d,g,6.03,10.04,,s,g,,,f,f,,d,a
e,5.97,c,,n,f,f,f,f,5.5,19.51,,,n,,,f,f,,l,s
e,3.66,x,t,o,f,a,d,w,7.34,6.49,,s,o,,,f,f,,d,w
p,14.42,x,h,n,t,p,,e,7.8,26.94,c,,y,,,f,f,,d,u
p,5.63,f,d,e,t,d,c,w,4.99,6.86,,,e,,,f,f,,d,u
e,6.23,x,d,o,f,d,d,o,5.16,13.27,,,w,,,f,f,,g,a
p,2.82,x,g,e,f,a,,p,9.11,2.57,,,w,,,f,f,,d,u
p,7.82,b,t,w,f,e,c,w,13.37,14.09,,y,w,u,w,t,l,,d,a
e,6.98,x,,y,f,a,c,w,6.74,16.2,,,w,,,f,f,,d,u
p,2.41,c,,w,f,a,c,n,3.44,3.36,,i,u,,,f,f,,p,u
p,6.2,x,s,o,f,e,,y,7.68,8.42,,,o,,,f,f,,m,u
p,0.75,x,g,e,f,a,,p,3.91,0.98,,s,k,,,f,f,,d,s
p,2.91,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,7.28,s,t,y,f,x,c,y,5.77,17.89,,,y,,,f,f,,d,a
p,14.05,x,s,n,f,s,,y,8.06,18.86,,i,n,,,f,f,,d,u
p,0.94,b,t,n,f,,c,k,3.8,2.59,,,n,,,t,f,,m,u
e,7.31,f,s,n,f,s,c,w,5.79,9.92,b,i,w,,,f,f,,d,a
e,9.07,x,,g,f,a,,w,6.87,12.61,,,w,,,f,f,,d,a
p,2.98,b,w,u,f,a,c,g,5.01,5.18,,s,u,,,f,f,,l,u
p,4.46,x,,e,f,,c,g,3.29,11.64,,,y,,,f,f,,d,a
p,8.49,x,g,n,f,e,,w,8.66,16.41,,y,w,u,w,t,p,,d,a
p,2.94,f,d,r,f,a,,y,4.81,6.17,,t,y,,,f,f,,g,u
e,10.16,x,,g,f,s,c,p,8.56,20.51,b,,u,,,f,f,,d,a
p,7.42,x,i,y,f,a,c,n,7.09,7.42,,i,n,,k,t,z,k,g,a
e,3.77,s,d,g,t,d,c,p,4.62,5.3,,,g,,,f,f,,d,u
e,10.25,p,i,n,t,e,,p,9.01,16.85,,y,w,,,t,p,,l,a
e,3.26,f,s,w,f,d,d,w,3.6,6.95,,,w,,,f,f,,g,w
p,11.08,x,t,n,f,a,d,w,7.43,25.5,,,w,,,f,f,,d,u
e,2.66,f,s,w,f,d,d,w,3.15,5.38,,,w,,,f,f,,g,a
p,7.58,f,t,y,f,x,c,y,5.98,16.46,,,y,,,f,f,,d,a
p,2.8,s,s,w,f,d,c,w,2.66,6.3,,,w,,,f,f,,g,a
p,15.42,x,e,n,t,p,,y,9.22,30.34,c,,y,,,f,f,,d,u
p,3.29,f,k,w,f,s,,p,3.83,2.77,,,n,,,f,f,p,g,u
e,5.52,f,t,n,f,a,d,w,5.76,5.36,,k,n,,,f,f,,d,w
e,3.8,b,g,n,f,x,d,w,4.44,2.67,,,y,,,f,f,,g,u
p,1.71,b,g,w,f,,c,n,4.88,2.54,,,n,,,f,f,,d,u
p,7.98,f,h,e,f,x,,w,16.42,7.33,r,g,n,,,f,f,,d,u
p,21.92,f,d,k,f,p,,y,5.33,48.41,,,n,,,f,f,,d,a
p,5.86,x,d,e,t,d,c,w,5.21,7.84,,,e,,,f,f,,d,a
e,6.53,x,d,y,t,p,,y,6.77,16.67,,,y,,,f,f,,d,a
e,13.58,f,y,w,f,,,w,20.46,18.92,s,,n,,,t,m,,m,u
e,4.33,x,,w,f,d,,r,6.27,7.34,,,r,,,f,f,,l,a
e,6.97,x,t,y,f,p,,y,8.4,15.97,,,y,,y,t,,,d,a
e,17.96,f,y,w,f,,,w,29.97,22.13,s,,n,,,t,m,,d,u
e,5.85,f,w,y,f,f,f,f,3.96,9.61,,,y,,,f,f,,d,u
p,3.82,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,10.33,s,t,w,t,d,c,o,6.73,18.3,,,w,,,f,f,,d,u
p,4.4,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
p,2.07,f,s,o,f,d,,o,2.93,5.63,,,y,,,f,f,,h,a
p,7.3,f,d,e,t,d,c,y,6.02,9.12,,,n,,,f,f,,d,u
p,5.12,x,t,n,f,a,c,n,4.72,6.86,,y,o,,,t,z,,d,w
e,8.67,p,,g,f,a,,w,7.58,13.96,,,w,,,f,f,,d,a
e,5.8,c,,g,f,f,f,f,5.32,19.34,,,n,,,f,f,,d,s
e,4.42,x,t,n,f,d,,o,6.16,7.56,,t,w,,,f,f,,d,a
p,6.24,x,e,e,f,a,,n,8.17,10.37,,,y,,w,t,z,,d,a
e,9.2,f,y,w,f,e,c,p,20.01,12.0,,s,w,,,t,e,,g,s
e,8.56,x,,e,f,x,c,w,8.94,21.31,,s,w,,,f,f,,d,a
e,2.94,s,y,n,f,d,d,p,6.3,3.88,,i,n,,,f,f,,h,u
p,5.52,x,,w,f,,c,r,3.19,12.23,,,y,,,f,f,,d,a
e,4.69,x,,n,f,x,c,n,8.36,9.56,b,,n,,w,t,,,g,u
p,3.05,x,i,e,f,,,e,4.19,5.62,,,e,,,f,f,n,d,a
p,3.12,b,y,w,f,e,c,n,4.97,3.37,,k,w,,,t,e,,m,a
e,44.62,o,y,y,f,p,,y,5.61,30.29,,k,n,,,f,f,,d,s
p,2.76,s,w,u,f,a,c,u,4.67,5.11,,s,u,,,f,f,,d,a
p,2.63,x,k,w,f,s,,p,4.19,2.95,,,n,,,f,f,p,g,a
e,6.8,c,h,n,f,e,,w,13.0,12.16,,s,n,u,w,f,f,,d,a
p,7.86,x,g,n,f,e,,w,7.4,13.4,,y,w,u,w,t,p,,d,u
p,1.65,b,h,n,f,a,,n,4.63,1.61,,t,n,,,f,f,,d,a
p,4.89,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
e,9.19,x,d,n,t,p,,r,6.32,13.74,,,e,,,f,f,,d,a
p,3.72,f,t,n,f,x,c,p,5.78,4.34,,i,n,,,f,f,,g,a
e,1.25,x,s,n,f,d,,w,4.88,1.73,,t,y,,,f,f,,h,a
p,3.1,f,d,n,f,x,c,y,3.77,2.81,b,i,n,,,f,f,,l,a
p,7.94,b,y,w,f,,,p,15.54,17.56,,,w,,,f,f,,d,a
e,3.81,x,,y,f,a,c,o,4.4,8.89,,,w,,,f,f,,d,u
p,2.33,b,g,n,f,,c,n,6.06,3.02,,,n,,,f,f,,d,a
p,1.01,b,t,y,f,,c,k,3.94,2.64,,,n,,,t,f,,m,u
p,4.68,s,d,n,t,d,c,w,7.0,7.71,,,n,,,f,f,,d,a
e,5.21,s,,n,f,d,c,w,4.74,6.48,,s,w,,,f,f,,l,a
p,2.51,x,g,n,f,a,,w,6.56,2.47,,,w,,,f,f,,d,a
p,2.74,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,a
p,8.94,x,e,n,t,p,,y,7.91,24.55,c,,y,,,f,f,,d,u
p,8.14,x,t,n,f,s,,n,6.52,8.29,,y,n,,,f,f,,d,w
p,15.73,f,s,n,f,d,c,y,5.39,32.27,,k,k,,,f,f,,d,a
p,4.11,b,t,n,f,,,n,9.99,6.55,,,w,,,t,,k,g,u
p,3.49,x,y,n,f,a,,w,5.54,3.68,,y,n,,,t,r,,h,a
e,4.48,f,t,n,f,d,,o,5.83,7.77,,t,w,,,f,f,,d,w
e,9.34,f,d,w,f,s,c,w,6.79,31.97,,,w,,,f,f,,m,u
e,5.98,f,y,n,f,e,c,p,4.58,12.26,,,w,,,t,l,,w,a
e,7.13,x,y,n,f,e,c,w,4.48,9.69,,y,n,,,f,f,,d,u
e,5.78,x,d,y,t,p,,y,9.02,17.35,,,y,,,f,f,,d,a
e,9.74,x,s,y,f,a,d,w,7.81,15.08,,i,n,,,t,,w,d,a
p,5.75,b,s,o,f,e,,g,7.05,6.67,,,k,,,f,f,,g,a
e,3.28,x,k,n,f,p,,e,5.4,10.7,,,y,,,f,f,,d,a
p,2.87,c,,w,f,a,c,n,2.88,3.3,,i,w,,,f,f,,p,u
p,3.18,x,,b,f,x,,w,5.08,6.34,,,w,,,f,f,,d,a
p,3.54,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
e,16.85,f,e,g,f,d,c,w,9.12,25.15,s,,w,,,f,f,,d,w
e,4.43,x,h,n,f,a,d,y,5.29,4.08,,s,n,,,f,f,,d,s
p,14.17,f,h,e,f,e,,w,15.77,15.98,s,y,w,u,w,t,p,,d,w
p,1.82,x,i,l,f,a,,w,2.63,2.14,,,w,,,f,f,p,g,u
e,4.75,x,h,g,f,a,d,n,5.23,3.63,,t,g,,,t,l,,d,u
p,3.37,f,d,b,f,x,c,y,4.77,3.01,b,s,n,,,f,f,,l,a
e,5.7,x,s,w,f,e,c,k,4.71,11.66,,,w,,w,t,e,,g,u
p,11.12,x,e,n,t,p,,o,8.86,27.72,,,u,,,f,f,,d,a
p,4.47,b,t,n,f,,,k,10.89,5.94,,,w,,,t,,k,g,w
p,2.92,b,,g,f,a,,k,10.25,2.54,,,n,,w,f,f,k,g,u
p,5.82,x,,g,f,d,c,w,5.12,10.02,b,,n,,,f,f,,d,w
p,3.31,b,y,n,f,,c,w,6.14,4.54,s,s,w,,,f,f,,d,a
e,7.24,x,d,e,t,p,,r,6.6,13.58,,,y,,,f,f,,d,a
p,8.41,p,,n,f,p,,w,8.81,26.79,c,,n,,,f,f,p,d,a
e,2.44,f,s,w,f,d,d,w,3.57,5.82,,,w,,,f,f,,m,w
p,10.46,x,,n,f,p,,w,10.26,32.4,c,,n,,,f,f,w,d,a
p,4.6,f,,y,f,s,d,y,4.53,12.94,,i,y,,,f,f,,d,a
p,4.09,s,,n,t,d,c,b,6.37,5.96,,,e,,,f,f,,d,u
e,48.51,o,y,y,f,p,,y,4.9,26.59,,k,n,,,f,f,,d,s
e,0.67,f,g,n,t,a,,w,5.61,0.97,,,n,,,f,f,,d,a
e,9.3,x,t,y,f,p,,y,8.16,14.98,,,y,,y,t,,,d,u
e,3.32,x,h,n,f,,c,k,4.79,5.86,,s,w,,w,f,f,k,d,a
e,10.55,x,s,r,f,x,,n,5.3,20.83,,,p,,,f,f,,d,a
p,5.78,x,,y,f,s,d,y,4.95,11.23,,i,y,,,f,f,,d,a
p,11.6,x,e,y,t,p,,o,8.72,27.32,,,e,,,f,f,,d,u
e,3.59,x,t,n,f,d,,o,5.79,6.82,,t,o,,,f,f,,d,w
p,3.03,b,t,y,f,a,,y,5.21,6.28,,t,y,,,f,f,,g,u
e,14.36,x,t,n,f,a,d,y,5.45,17.59,,,w,,,f,f,w,d,u
e,5.06,x,h,y,t,x,c,y,7.2,12.48,,,w,,,f,f,,d,u
p,14.16,f,t,r,t,d,c,n,7.28,17.13,,,n,,,f,f,,h,a
p,5.6,f,,y,f,s,d,y,6.04,12.66,,i,y,,,f,f,,d,a
p,2.0,b,,n,f,a,,g,4.99,1.91,,s,n,,,f,f,,d,u
p,3.63,f,,n,f,x,c,p,7.58,3.76,,,n,,,f,f,,l,u
p,7.69,x,,g,t,x,,n,8.74,19.95,s,,u,,u,f,f,,d,a
p,5.93,x,h,e,f,x,d,w,5.02,17.35,b,,w,,,f,f,,d,u
e,7.12,f,g,o,f,s,,y,9.51,12.16,,t,n,,,f,f,,d,a
e,8.53,x,,y,f,a,c,w,6.51,16.91,,,w,,,f,f,,d,w
p,12.95,f,t,n,t,d,c,n,6.58,17.0,,,n,,,f,f,,d,u
p,2.75,s,d,w,f,d,d,w,2.77,2.4,,h,w,,,f,f,,g,a
e,4.51,x,t,n,f,p,,n,5.81,11.38,,,n,,,f,f,,d,u
p,17.27,x,h,n,t,p,,y,9.09,27.22,c,,y,,,f,f,,d,a
p,11.39,x,e,y,f,a,,y,15.05,27.82,r,,o,,,t,r,n,d,w
e,5.8,s,,g,f,s,c,b,7.54,19.44,,,u,,,f,f,,d,a
p,4.26,x,i,e,f,,,e,5.32,6.59,,,e,,,f,f,n,d,a
p,4.58,c,i,y,f,,c,n,5.4,7.1,,,w,,,f,f,,d,u
p,5.54,x,h,e,f,x,d,w,5.46,15.85,b,,w,,,f,f,,d,a
p,9.63,x,s,n,f,s,,p,6.75,17.06,,i,n,,,f,f,,d,u
p,2.46,x,g,e,f,a,,w,5.67,2.16,,,n,,,f,f,,d,a
p,5.29,x,,e,f,x,,w,7.31,8.01,,,w,,,f,f,,d,a
p,3.82,b,t,n,f,x,c,p,6.32,4.37,,i,n,,,f,f,,d,a
p,6.91,o,,e,f,f,f,f,3.28,23.81,,g,n,,,f,f,,d,u
p,1.17,c,,u,f,a,c,w,3.13,3.39,,i,u,,,f,f,,p,a
p,4.41,f,t,n,f,x,c,p,6.31,4.76,,i,n,,,f,f,,g,a
e,8.31,s,l,w,f,d,,w,3.53,9.99,,,w,,,f,f,,g,u
p,15.02,s,k,w,t,d,d,n,7.68,30.27,,,w,,,f,f,,d,u
e,6.38,x,h,y,f,p,,y,7.63,16.19,,,y,,y,t,,,d,u
p,4.74,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
e,4.33,x,s,n,f,p,,n,5.27,10.98,,,e,,,f,f,,d,u
e,12.44,x,t,n,f,a,d,k,5.15,15.38,,,w,,,f,f,w,d,w
e,12.1,s,,w,t,d,c,w,5.02,22.66,,,w,,,f,f,,d,a
e,9.62,p,i,n,t,e,,p,9.19,17.64,,y,w,,,t,l,,l,a
e,14.05,x,e,n,t,e,,w,9.36,17.04,,,w,,,t,,,d,a
